 author_id,name,inst_1_id,inst_1_name,year_start_1,year_end_1,MIT_ID,MIT_year_start,MIT_year_end,current_institutions,past_institutions,orcid,status,message
https://openalex.org/A5060046582,Philip J. Vergragt,https://openalex.org/I63966007,Massachusetts Institute of Technology,2006,2006,https://openalex.org/I63966007,2006,2006,,Tellus Institute; University of Waterloo; Clark University; Leuphana University of Lüneburg; University of Groningen; Action Network; Delft University of Technology; Massachusetts Institute of Technology; University of Manchester,,,
https://openalex.org/A5007627428,N. Buzinsky,https://openalex.org/I63966007,Massachusetts Institute of Technology,2017,2024,https://openalex.org/I63966007,2017,2024,,Massachusetts Institute of Technology; University of Alberta; RWTH Aachen University; Friedrich-Alexander-Universität Erlangen-Nürnberg; Johannes Gutenberg University Mainz; University of Washington,0000-0002-5326-331X,,
https://openalex.org/A5043840964,Gary F. Mitchell,https://openalex.org/I63966007,Massachusetts Institute of Technology,2005,2008,https://openalex.org/I63966007,2005,2008,Norwood Hospital,"Itamar Medical (Israel); Glostrup Hospital; Broad Institute; University of Missouri Health System; Maastricht University Medical Centre; Naval Research Laboratory Information Technology Division; University of California, Davis; George Washington University; University of Pittsburgh Medical Center; University of Michigan; University of Massachusetts Chan Medical School; University Hospital Regensburg; Tufts University; University of Missouri; Erasmus MC; Beth Israel Deaconess Medical Center; London Health Sciences Centre; University of Edinburgh; Framingham Heart Study; Johannes Gutenberg University Mainz; Toronto Western Hospital; University of Ottawa; Boston Medical Center; McGill University Health Centre; Boston University; MetroWest Medical Center; University of Mississippi Medical Center; Georgetown University; University of Maryland, Baltimore; St. Mary's University; Boston Engineering (United States); University of Miami; Texas Children's Hospital; Mayo Clinic in Arizona; Royal Brisbane and Women's Hospital; National Institute on Aging; Maastricht University; Cornell University; National Institutes of Health; University at Buffalo, State University of New York; Brigham and Women's Hospital; University of South Florida; Université de Montréal; University of Missouri Hospital; Leiden University Medical Center; Brown University; Royal North Shore Hospital; University of California, San Francisco; Northwestern University; National Taiwan University; Karolinska Institutet; Icelandic Heart Association; National Heart Lung and Blood Institute; MetroHealth; McGill University; Orange County Research Center; Leiden University; University Medical Center Utrecht; Universität Hamburg; Harvard University; Baylor College of Medicine; University Medical Center Hamburg-Eppendorf; The University of Texas Health Science Center at Houston; Lankenau Medical Center; Boston Children's Hospital; Institute on Aging; Washington University in St. Louis; Ralph H. Johnson VA Medical Center; Swinburne University of Technology; Jean Mayer Human Nutrition Research Center on Aging; Medical College of Wisconsin; Université de Moncton; Asan Medical Center; Massachusetts General Hospital; Q & T Research; Boston Public Schools; Center for Neurosciences; Vanderbilt University; Vrije Universiteit Amsterdam; Rhode Island Hospital; Centre hospitalier de l'Université Laval; Mount Sinai Medical Center; Inserm; Goethe University Frankfurt; Erie County Medical Center; United States Department of Veterans Affairs; University of North Carolina at Chapel Hill; Sorbonne Université; University of Bristol; Lifespan; Western University; University of California, Los Angeles; Montreal Heart Institute; Cardiovascular Research Associates; National Yang Ming Chiao Tung University; National University Hospital of Iceland; University of Iceland; Cardiovascular Institute of the South; Cleveland Clinic; VA Boston Healthcare System; Reykjavík University; Université de Caen Normandie; Hunter Holmes McGuire VA Medical Center; Massachusetts Institute of Technology; Tufts Medical Center; The University of Texas Southwestern Medical Center; Dover (United States); Virginia Commonwealth University Medical Center; Cambridge Crystallographic Data Centre; Saint Mary's University; Lung Institute; MetroHealth Medical Center; Office of Extramural Research; Louis Stokes Cleveland VA Medical Center; Erasmus University Rotterdam",0000-0001-5643-3145,,
https://openalex.org/A5047125544,Natalia Comella,https://openalex.org/I63966007,Massachusetts Institute of Technology,2001,2005,https://openalex.org/I63966007,2001,2005,Massachusetts Institute of Technology,Harvard University; Massachusetts General Hospital; Beth Israel Deaconess Medical Center,,,
https://openalex.org/A5005369193,Peter H.R. Green,https://openalex.org/I63966007,Massachusetts Institute of Technology,1979,1979,https://openalex.org/I63966007,1979,1979,Columbia University; Columbia University Irving Medical Center,Royal Victoria Hospital; Barro Colorado Island; McGill University; Weatherford College; Massachusetts Institute of Technology; Royal College of Physicians; Montefiore Medical Center; Montreal Clinical Research Institute; Shaare Zedek Medical Center; Columbia College; Université de Montréal; Centre Hospitalier Universitaire Sainte-Justine; Cornell University,0000-0001-6839-9634,,
https://openalex.org/A5009933240,Piotr Fidkowski,https://openalex.org/I63966007,Massachusetts Institute of Technology,2011,2011,https://openalex.org/I63966007,2011,2011,American Institute of Aeronautics and Astronautics; Massachusetts Institute of Technology,,,,
https://openalex.org/A5069674349,Samuel Martín,https://openalex.org/I63966007,Massachusetts Institute of Technology,1983,1988,https://openalex.org/I63966007,1983,1988,University of Tasmania; University of Missouri; University of Aberdeen; Australian Maritime College; University of Notre Dame,"Netherlands Institute of Ecology; Norwegian University of Life Sciences; University of Tennessee Health Science Center; Laboratoire des Sciences de l'Environnement Marin; Medical University of South Carolina; Indiana University; ENVIRON (United States); Rosalind Franklin University of Medicine and Science; Asian Institute of Technology; Ollscoil na Gaillimhe – University of Galway; Centro de Investigación en Sanidad Animal; University of Maryland, Baltimore; Laboratoire Jean Kuntzmann; University of Leicester; Universidade de Brasília; Laboratoire Pacte; Marine Scotland; IIT@MIT; Laboratory for Research on Enterprise and Decisions; Centre de Recherche en Automatique de Nancy; Massachusetts Institute of Technology; Université de Lorraine; University at Albany, State University of New York; Université de Lille; Harvard University; Centro Regional de Selección y Reproducción Animal; University of Edinburgh; Territoires; Indiana University School of Medicine; Indiana University – Purdue University Indianapolis; University of Illinois Urbana-Champaign; Université Grenoble Alpes; Institut Universitaire Européen de la Mer; Microsoft (United States); University of Utah; University of Stirling; University of Glasgow; New Mexico Institute of Mining and Technology; Suez (France); Queen's University Belfast; Neapolis University Pafos; BioMar (United Kingdom); Institute on Aging; Montana State University; Institute of Biological, Environmental and Rural Sciences; University of Arizona",0000-0003-0289-6317,,
https://openalex.org/A5007376623,S. Kumano,https://openalex.org/I63966007,Massachusetts Institute of Technology,1987,1988,https://openalex.org/I63966007,1987,1988,Institute of Modern Physics; Institute of Particle and Nuclear Studies; High Energy Accelerator Research Organization; Chinese Academy of Sciences,"Oak Ridge National Laboratory; Fermi National Accelerator Laboratory; The University of Osaka; Ghent University; Mississippi State University; Kyoto University; Florida International University; University of Applied Sciences Mainz; The University of Tokyo; Institute of Physics, Academia Sinica; Massachusetts Institute of Technology; Japan Proton Accelerator Research Complex; Japan Women's University; Tokyo University of Science; University of Washington; European Organization for Nuclear Research; Takasago (United States); Juntendo University; Indiana University Bloomington; University of Illinois Urbana-Champaign; Okayama University; The Graduate University for Advanced Studies, SOKENDAI; University of Tennessee at Knoxville; Saga University; Johannes Gutenberg University Mainz; Institute of High Energy Physics",0000-0003-4884-1880,,
https://openalex.org/A5111278421,Jack C. Cavanagh,https://openalex.org/I63966007,Massachusetts Institute of Technology,2024,2024,https://openalex.org/I63966007,2024,2024,Massachusetts Institute of Technology,,,,
https://openalex.org/A5011199257,Lan‐Chang Liang,https://openalex.org/I63966007,Massachusetts Institute of Technology,1998,2000,https://openalex.org/I63966007,1998,2000,National Sun Yat-sen University; Kaohsiung Medical University,National Taiwan University; First Hospital of Jilin University; National Chung Cheng University; Massachusetts Institute of Technology; Jilin University; National Changhua University of Education,0000-0002-8185-2824,,
